title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
Ōu Legends	Sub	HV1	0	0	0	33.28	36.369									TRUE	6	NP	F	0	-	581		TRUE	10	NP	F	0	-	1068		TRUE	12	HC	A	2560	56	1687	3.32800000E+001									TRUE	6	NP	F	0	-	600		TRUE	10	FC	AAA	2010	4	1063		TRUE	12	HC	AA	2694	38	1701	3.63690000E+001									
Red Soul	Sub	HV1	0	0	0	0	34.86									TRUE	6	NP	F	0	-	543		TRUE	9	NP	F	0	-	915		TRUE	11	NP	F	0	-	1494										TRUE	6	NP	F	0	-	532		TRUE	9	EX	AAA	1707	1	931		TRUE	11	EX	AA	2490	10	1463	3.48600000E+001									
STAR BEAT	Sub	HV1	0	0	0	0	33.089									TRUE	4	NP	F	0	-	427		TRUE	8	NP	F	0	-	880		TRUE	10	NP	F	0	-	1230										TRUE	4	NP	F	0	-	446		TRUE	8	NP	F	0	-	882		TRUE	10	EX	AAA	2282	6	1271	3.30890000E+001									
Get On Your Feet	Sub	HV1	0	0	0	0	35.2205									TRUE	5	NP	F	0	-	573		TRUE	9	NP	F	0	-	914		TRUE	11	NP	F	0	-	1384										TRUE	5	NP	F	0	-	587		TRUE	9	NP	F	0	-	944		TRUE	11	EX	AAA	2429	13	1347	3.52205000E+001									
Next Level	Sub	HV1	0	0	0	0	31.2765									TRUE	5	NP	F	0	-	477		TRUE	8	NP	F	0	-	817		TRUE	10	NP	F	0	-	1100										TRUE	5	NP	F	0	-	473		TRUE	8	NP	F	0	-	816		TRUE	10	EX	AAA	2157	6	1135	3.12765000E+001									
I	Sub	SV2	0	0	0	0	44.037									TRUE	6	NP	F	0	-	632		TRUE	10	NP	F	0	-	1191		TRUE	12	NP	F	0	-	1901										TRUE	6	NP	F	0	-	617		TRUE	10	NP	F	0	-	1151		TRUE	12	HC	AA	3262	25	1890	4.40370000E+001									
RINИE	Sub	PNM2	0	0	0	0	0									TRUE	5	NP	F	0	-	604		TRUE	10	NP	F	0	-	1186		TRUE	12	NP	F	0	-	1788										TRUE	5	NP	F	0	-	604		TRUE	10	NP	F	0	-	1172		TRUE	12	NP	F	0	-	1767										
パーフェクトイーター	Sub	RES2	0	0	0	0	40.1505									TRUE	5	NP	F	0	-	591		TRUE	9	NP	F	0	-	1057		TRUE	11	NP	F	0	-	1531										TRUE	5	NP	F	0	-	599		TRUE	9	NP	F	0	-	1060		TRUE	11	EX	AAA	2769	9	1541	4.01505000E+001									
恋愛＝精度×認識力	Sub	SV2	0	0	0	0	39.528									TRUE	7	NP	F	0	-	825		TRUE	10	NP	F	0	-	1220		TRUE	12	NP	F	0	-	1756										TRUE	7	NP	F	0	-	805		TRUE	10	EX	AA	2070	11	1174		TRUE	12	HC	AA	2928	36	1716	3.95280000E+001									
AWA AWA	Sub	Sub	0	0	0	0	0									TRUE	4	NP	F	0	-	398		TRUE	7	NP	F	0	-	671		TRUE	10	NP	F	0	-	1169										TRUE	4	NP	F	0	-	405		TRUE	7	NP	F	0	-	705		TRUE	10	NP	F	0	-	1237										
ちょえちょえまぎか	Sub	RES1	0	0	0	19.08	48.1005									TRUE	6	NP	F	0	-	619		TRUE	10	NP	F	0	-	1159		TRUE	11	AC	B	1908	116	1529	1.90800000E+001	TRUE	12	NP	F	0	-	2098		TRUE	6	NP	F	0	-	619		TRUE	10	NP	F	0	-	1136		TRUE	11	EX	AAA	2812	6	1512		TRUE	12	HC	AA	3563	26	2044	4.81005000E+001	
Shamshir	Sub	RES2	0	0	0	18.85	29.696									TRUE	5	NP	F	0	-	557		TRUE	8	FC	AA	1300	2	751	1.88500000E+001	TRUE	10	NP	F	0	-	1132										TRUE	5	NP	F	0	-	552		TRUE	8	NP	F	0	-	749		TRUE	10	EX	AAA	2048	3	1129	2.96960000E+001									
Stylus	Base	Base	0	0	0	0	41.622									TRUE	6	NP	F	0	-	627		TRUE	9	NP	F	0	-	993		TRUE	11	NP	F	0	-	1440										TRUE	6	NP	F	0	-	648		TRUE	10	NP	F	0	-	1019		TRUE	12	EX	AA	2973	17	1741	4.16220000E+001									
JUSTICE/GUILTY feat. Nana Takahashi & 709sec.	Sub	EPO1	0	0	0	0	0									TRUE	7	NP	F	0	-	882		TRUE	10	NP	F	0	-	1271		TRUE	12	NP	F	0	-	1959										TRUE	7	NP	F	0	-	879		TRUE	10	NP	F	0	-	1275		TRUE	12	NP	F	0	-	1909										
CADENZA	Sub	EPO2	0	0	0	0	47.424									TRUE	7	NP	F	0	-	775		TRUE	10	NP	F	0	-	1277		TRUE	12	NP	F	0	-	2357										TRUE	7	NP	F	0	-	769		TRUE	10	NP	F	0	-	1302		TRUE	12	HC	A	3648	62	2354	4.74240000E+001									
The Last Apocalypse	Sub	EPO2	0	0	0	0	40.4865									TRUE	6	NP	F	0	-	717		TRUE	10	NP	F	0	-	1276		TRUE	12	NP	F	0	-	1903										TRUE	6	NP	F	0	-	728		TRUE	10	NP	F	0	-	1205		TRUE	12	HC	AA	2999	50	1861	4.04865000E+001									
Iris	Sub	EPO1	0	0	0	0	34.215	TRUE	2	NP	F	0	-	208		TRUE	4	NP	F	0	-	421		TRUE	7	NP	F	0	-	775		TRUE	10	NP	F	0	-	1109										TRUE	4	NP	F	0	-	488		TRUE	7	NP	F	0	-	809		TRUE	10	FC	AAA	2281	0	1163	3.42150000E+001									
電子になりたい	Sub	EPO2	0	0	0	0	26.9845									TRUE	5	NP	F	0	-	425		TRUE	8	NP	F	0	-	729		TRUE	10	NP	F	0	-	1017										TRUE	5	NP	F	0	-	446		TRUE	8	NP	F	0	-	715		TRUE	10	EX	AAA	1861	4	1001	2.69845000E+001									
Vulnerability	Sub	EPO1	0	0	0	0	41.7285									TRUE	7	NP	F	0	-	673		TRUE	10	NP	F	0	-	1017		TRUE	12	NP	F	0	-	1885										TRUE	7	NP	F	0	-	673		TRUE	10	NP	F	0	-	1002		TRUE	12	HC	AA	3091	48	1901	4.17285000E+001									
Time Distortion pt.2(IIDX Edit)	Sub	EPO1	0	0	0	0	39.15									TRUE	6	NP	F	0	-	667		TRUE	9	NP	F	0	-	995		TRUE	11	NP	F	0	-	1492										TRUE	6	NP	F	0	-	700		TRUE	9	NP	F	0	-	1009		TRUE	11	EX	AAA	2700	8	1498	3.91500000E+001									
frequent	Sub	EPO2	0	0	0	0	42.066									TRUE	5	NP	F	0	-	665		TRUE	10	NP	F	0	-	1178		TRUE	12	NP	F	0	-	1900										TRUE	5	NP	F	0	-	655		TRUE	10	NP	F	0	-	1260		TRUE	12	HC	AA	3116	37	1821	4.20660000E+001									
Cult Invitation	Sub	EPO2	0	0	0	0	34.996									TRUE	6	NP	F	0	-	621		TRUE	10	NP	F	0	-	984		TRUE	12	NP	F	0	-	1804										TRUE	6	NP	F	0	-	617		TRUE	10	NP	F	0	-	994		TRUE	12	HC	A	2692	41	1772	3.49960000E+001									
Chemical Colours	Sub	EPO1	0	0	0	0	37.961									TRUE	5	NP	F	0	-	526		TRUE	9	NP	F	0	-	1035		TRUE	11	NP	F	0	-	1416										TRUE	5	NP	F	0	-	547		TRUE	9	NP	F	0	-	1021		TRUE	11	EX	AAA	2618	7	1426	3.79610000E+001									
WaterCube Pf.(RX-Ver.S.P.L.)	Sub	EPO2	0	0	0	0	30.305									TRUE	3	NP	F	0	-	295		TRUE	7	NP	F	0	-	700		TRUE	10	NP	F	0	-	1120										TRUE	3	NP	F	0	-	351		TRUE	7	EX	AAA	1338	5	735		TRUE	10	EX	AAA	2090	6	1143	3.03050000E+001									
Sword of Vengeance	Sub	UM1	0	0	0	33.163	42.9055									TRUE	7	NP	F	0	-	726		TRUE	10	NP	F	0	-	1115		TRUE	12	HC	A	2551	51	1650	3.31630000E+001									TRUE	7	NP	F	0	-	747		TRUE	10	NP	F	0	-	1181		TRUE	12	EX	AAA	2959	6	1615	4.29055000E+001									
Psychedelic Intelligence	Sub	UM1	0	0	0	34.047	39.556									TRUE	6	NP	F	0	-	636		TRUE	9	NP	F	0	-	960		TRUE	11	HC	AA	2522	16	1448	3.40470000E+001									TRUE	6	NP	F	0	-	641		TRUE	9	NP	F	0	-	975		TRUE	11	EX	AAA	2728	2	1450	3.95560000E+001									
終焔のClaudia	Sub	EPO1	0	0	0	0	32.256									TRUE	8	NP	F	0	-	719		TRUE	10	NP	F	0	-	1014		TRUE	12	NP	F	0	-	1406										TRUE	7	NP	F	0	-	698		TRUE	10	NP	F	0	-	1015		TRUE	12	EX	AA	2304	15	1394	3.22560000E+001									
Get Higher	Sub	EPO1	0	0	0	0	33.9445									TRUE	6	NP	F	0	-	496		TRUE	9	NP	F	0	-	889		TRUE	11	NP	F	0	-	1171										TRUE	6	NP	F	0	-	509		TRUE	9	NP	F	0	-	909		TRUE	11	EX	AAA	2341	5	1259	3.39445000E+001									
Amethyst	Sub	EPO2	0	0	0	0	33.2775									TRUE	6	NP	F	0	-	667		TRUE	9	NP	F	0	-	933		TRUE	11	NP	F	0	-	1322										TRUE	6	NP	F	0	-	643		TRUE	9	NP	F	0	-	953		TRUE	11	EX	AAA	2295	3	1248	3.32775000E+001									
Mukade	Sub	EPO1	0	0	0	0	37.59									TRUE	6	NP	F	0	-	572		TRUE	9	NP	F	0	-	967		TRUE	11	NP	F	0	-	1645										TRUE	6	NP	F	0	-	593		TRUE	9	NP	F	0	-	966		TRUE	11	EX	AA	2685	17	1546	3.75900000E+001									
Glitch N Ride	Sub	EPO2	0	0	0	0	28.9575									TRUE	7	NP	F	0	-	461		TRUE	10	NP	F	0	-	834		TRUE	12	NP	F	0	-	1389										TRUE	7	NP	F	0	-	513		TRUE	10	EX	AA	1484	14	846		TRUE	12	HC	AA	2145	29	1349	2.89575000E+001									
winkle 2 winkle	Sub	EPO2	0	0	0	0	36.569									TRUE	6	NP	F	0	-	535		TRUE	9	NP	F	0	-	954		TRUE	11	NP	F	0	-	1408										TRUE	6	NP	F	0	-	529		TRUE	9	NP	F	0	-	920		TRUE	11	EX	AAA	2522	9	1381	3.65690000E+001									
灼熱Beach Side Bunny (かめりあ's "Summertime D'n'B" Remix)	Sub	EPO1	0	0	0	0	8.06									TRUE	5	NP	F	0	-	543		TRUE	9	NP	F	0	-	1001		TRUE	12	NP	F	0	-	1647										TRUE	6	NP	F	0	-	561		TRUE	10	NP	F	0	-	1017		TRUE	12	F	E	806	-	1634	8.06000000E+000									
果たせぬ約束 ft. 小林マナ	Sub	EPO2	0	0	0	0	40.5565									TRUE	6	NP	F	0	-	592		TRUE	9	NP	F	0	-	988		TRUE	11	NP	F	0	-	1515										TRUE	5	NP	F	0	-	564		TRUE	9	NP	F	0	-	1019		TRUE	11	EX	AAA	2797	10	1514	4.05565000E+001									
COUNTING SHEEP ft. Kanae Asaba	Sub	EPO1	0	0	0	0	31.275									TRUE	4	NP	F	0	-	339		TRUE	7	NP	F	0	-	659		TRUE	10	NP	F	0	-	1114										TRUE	4	NP	F	0	-	343		TRUE	7	NP	F	0	-	689		TRUE	10	FC	AAA	2085	0	1077	3.12750000E+001									
Tripping Jumping	Sub	EPO2	0	0	0	0	32.685									TRUE	4	NP	F	0	-	424		TRUE	8	NP	F	0	-	805		TRUE	10	NP	F	0	-	1166										TRUE	4	NP	F	0	-	436		TRUE	8	NP	F	0	-	830		TRUE	10	FC	AAA	2179	8	1195	3.26850000E+001									
Out of Control	Sub	EPO2	0	0	0	13.99	36.342									TRUE	6	NP	F	0	-	592		TRUE	10	NP	F	0	-	1178		TRUE	12	F	D	1399	-	1598	1.39900000E+001									TRUE	6	NP	F	0	-	598		TRUE	10	EX	AAA	2216	6	1200		TRUE	12	HC	AA	2692	28	1649	3.63420000E+001									
Echoes of Sunfall	Sub	EPO1	0	0	0	0	36.6125									TRUE	5	NP	F	0	-	522		TRUE	8	NP	F	0	-	838		TRUE	11	NP	F	0	-	1518										TRUE	5	NP	F	0	-	537		TRUE	8	NP	F	0	-	817		TRUE	11	EX	AAA	2525	8	1410	3.66125000E+001									
Bitter & Lucky	Sub	EPO1	0	0	0	0	33.67									TRUE	4	NP	F	0	-	443		TRUE	7	NP	F	0	-	704		TRUE	10	NP	F	0	-	1287										TRUE	4	NP	F	0	-	456		TRUE	8	NP	F	0	-	873		TRUE	10	EX	AA	2405	15	1369	3.36700000E+001									
Dahlia	Sub	EPO1	0	0	0	0	38.052									TRUE	6	NP	F	0	-	665		TRUE	10	NP	F	0	-	1095		TRUE	12	NP	F	0	-	1617										TRUE	6	NP	F	0	-	694		TRUE	10	NP	F	0	-	1030		TRUE	12	EX	AA	2718	13	1600	3.80520000E+001									
Jumper	Sub	EPO2	0	0	0	0	30.363									TRUE	4	NP	F	0	-	458		TRUE	7	NP	F	0	-	763		TRUE	10	NP	F	0	-	1214										TRUE	4	NP	F	0	-	466		TRUE	7	NP	F	0	-	733		TRUE	10	EX	AAA	2094	5	1129	3.03630000E+001									
アタシ完全絶対正義ちゃん！	Sub	EPO2	0	0	0	0	30.363									TRUE	5	NP	F	0	-	498		TRUE	8	NP	F	0	-	813		TRUE	10	NP	F	0	-	1082										TRUE	5	NP	F	0	-	512		TRUE	8	NP	F	0	-	814		TRUE	10	EX	AAA	2094	5	1096	3.03630000E+001									
シンデレラ	Sub	EPO1	0	0	0	0	33.96	TRUE	3	NP	F	0	-	271		TRUE	5	NP	F	0	-	438		TRUE	8	NP	F	0	-	780		TRUE	10	NP	F	0	-	1119										TRUE	5	NP	F	0	-	457		TRUE	8	NP	F	0	-	791		TRUE	10	FC	AAA	2264	2	1165	3.39600000E+001									
摩天楼	Sub	EPO2	0	0	0	0	31.104									TRUE	4	NP	F	0	-	348		TRUE	8	NP	F	0	-	762		TRUE	12	NP	F	0	-	1309										TRUE	4	NP	F	0	-	379		TRUE	9	EX	AAA	1513	7	805		TRUE	12	HC	AA	2304	37	1316	3.11040000E+001									
惑星鉄道	Sub	EPO2	0	0	0	0	26.595									TRUE	7	NP	F	0	-	589		TRUE	11	NP	F	0	-	1119		TRUE	12	NP	F	0	-	1633										TRUE	7	NP	F	0	-	609		TRUE	11	HC	AA	1970	20	1156	2.65950000E+001	TRUE	12	EC	A	2303	95	1643										
センチメンタル・サマー	Sub	EPO1	0	0	0	0	28.68									TRUE	3	NP	F	0	-	337		TRUE	6	NP	F	0	-	652		TRUE	9	NP	F	0	-	1004										TRUE	3	NP	F	0	-	356		TRUE	6	NP	F	0	-	669		TRUE	9	FC	AAA	1912	2	1028	2.86800000E+001									
Demon March	Sub	EPO2	0	0	0	0	41.877									TRUE	6	NP	F	0	-	749		TRUE	10	NP	F	0	-	1209		TRUE	12	NP	F	0	-	1875										TRUE	6	NP	F	0	-	789		TRUE	10	NP	F	0	-	1294		TRUE	12	HC	AA	3102	57	1984	4.18770000E+001									
Aeterna	Sub	EPO1	0	0	0	30.511	34.9305									TRUE	4	NP	F	0	-	498		TRUE	8	NP	F	0	-	797		TRUE	10	NC	AAA	2347	11	1285	3.05110000E+001									TRUE	4	NP	F	0	-	507		TRUE	8	NP	F	0	-	789		TRUE	11	EX	AAA	2409	3	1258	3.49305000E+001									
Deep Sea Mystery	Sub	EPO2	0	0	0	0	27.7965									TRUE	6	NP	F	0	-	567		TRUE	8	NP	F	0	-	749		TRUE	10	NP	F	0	-	997										TRUE	6	NP	F	0	-	566		TRUE	9	NP	F	0	-	815		TRUE	11	EX	AAA	1917	10	1057	2.77965000E+001									
Submerge Serenade	Sub	EPO1	0	0	0	0	41.47									TRUE	5	NP	F	0	-	548		TRUE	9	NP	F	0	-	923		TRUE	11	NP	F	0	-	1486										TRUE	5	NP	F	0	-	543		TRUE	9	NP	F	0	-	940		TRUE	11	EX	AAA	2860	7	1565	4.14700000E+001									
INHERITANCE	Sub	EPO2	0	0	0	0	36.0035									TRUE	6	NP	F	0	-	553		TRUE	9	NP	F	0	-	913		TRUE	11	NP	F	0	-	1432										TRUE	6	NP	F	0	-	552		TRUE	9	NP	F	0	-	896		TRUE	11	EX	AAA	2483	10	1376	3.60035000E+001									
MAXIMUM CHEAT GIRL	Sub	EPO1	0	0	0	22.764	34.523									TRUE	6	NP	F	0	-	628		TRUE	10	EC	AA	1897	11	1133	2.27640000E+001	TRUE	12	NP	F	0	-	1842										TRUE	6	NP	F	0	-	653		TRUE	10	EX	AAA	2141	7	1166		TRUE	12	F	AA	3002	-	1787	3.45230000E+001									
Resonant	Sub	EPO2	0	0	0	0	40.23									TRUE	5	NP	F	0	-	542		TRUE	10	NP	F	0	-	1206		TRUE	12	NP	F	0	-	1864										TRUE	6	NP	F	0	-	580		TRUE	10	NP	F	0	-	1173		TRUE	12	HC	AA	2980	40	1809	4.02300000E+001									
れとりば！	Sub	EPO2	0	0	0	0	27.956									TRUE	4	NP	F	0	-	431		TRUE	7	NP	F	0	-	671		TRUE	9	NP	F	0	-	1032										TRUE	4	NP	F	0	-	425		TRUE	7	NP	F	0	-	657		TRUE	9	EX	AAA	1928	2	996	2.79560000E+001									
Vermilion Carol	Sub	EPO1	0	0	0	0	42									TRUE	7	NP	F	0	-	694		TRUE	10	NP	F	0	-	1139		TRUE	12	NP	F	0	-	1837										TRUE	7	NP	F	0	-	700		TRUE	10	NP	F	0	-	1210		TRUE	12	EX	AA	3000	16	1773	4.20000000E+001									
神様、つれない。	Sub	EPO1	0	0	0	0	33.99									TRUE	4	NP	F	0	-	352		TRUE	7	NP	F	0	-	721		TRUE	10	NP	F	0	-	1083										TRUE	4	NP	F	0	-	361		TRUE	7	NP	F	0	-	726		TRUE	10	FC	AAA	2266	1	1183	3.39900000E+001									
GLORIOUS HAMMER	Sub	EPO2	0	0	0	0	36.918									TRUE	6	NP	F	0	-	560		TRUE	9	NP	F	0	-	993		TRUE	11	NP	F	0	-	1587										TRUE	6	NP	F	0	-	611		TRUE	9	NP	F	0	-	1040		TRUE	11	EX	AA	2637	13	1520	3.69180000E+001									
ZEROIN ON THE LIGHT	Sub	EPO2	0	0	0	0	36.511									TRUE	5	NP	F	0	-	567		TRUE	8	NP	F	0	-	887		TRUE	10	NP	F	0	-	1345										TRUE	5	NP	F	0	-	574		TRUE	8	NP	F	0	-	884		TRUE	10	EX	AAA	2518	3	1350	3.65110000E+001									
電腦都市	Sub	EPO2	0	0	0	0	40.53									TRUE	7	NP	F	0	-	717		TRUE	10	NP	F	0	-	1181		TRUE	12	NP	F	0	-	1738										TRUE	7	NP	F	0	-	718		TRUE	10	NP	F	0	-	1208		TRUE	12	EX	AA	2895	26	1745	4.05300000E+001									
夢縁	Sub	EPO2	0	0	0	0	38.976									TRUE	6	NP	F	0	-	605		TRUE	10	NP	F	0	-	1073		TRUE	11	NP	F	0	-	1515										TRUE	6	NP	F	0	-	573		TRUE	10	NP	F	0	-	1095		TRUE	11	EX	AAA	2688	8	1506	3.89760000E+001									
Shapeshifter	Sub	EPO1	0	0	0	0	34.6695									TRUE	6	NP	F	0	-	566		TRUE	9	NP	F	0	-	874		TRUE	10	NP	F	0	-	1283										TRUE	6	NP	F	0	-	574		TRUE	9	NP	F	0	-	863		TRUE	11	EX	AAA	2391	13	1335	3.46695000E+001									
Ghost Pulse	Sub	EPO2	0	0	0	0	33.432									TRUE	6	NP	F	0	-	537		TRUE	9	NP	F	0	-	852		TRUE	12	NP	F	0	-	1409										TRUE	6	NP	F	0	-	517		TRUE	9	NP	F	0	-	877		TRUE	12	EX	AA	2388	18	1420	3.34320000E+001									
DAZZLE ATTACK	Sub	EPO2	0	0	0	0	38.86	TRUE	3	NP	F	0	-	277		TRUE	5	NP	F	0	-	494		TRUE	8	NP	F	0	-	847		TRUE	11	NP	F	0	-	1435										TRUE	5	NP	F	0	-	500		TRUE	8	NP	F	0	-	858		TRUE	11	EX	AAA	2680	3	1419	3.88600000E+001									
SOLAR ECLIPSE	Sub	EPO1	0	0	0	0	41.175									TRUE	7	NP	F	0	-	762		TRUE	10	NP	F	0	-	1265		TRUE	12	NP	F	0	-	1893										TRUE	7	NP	F	0	-	761		TRUE	10	NP	F	0	-	1276		TRUE	12	HC	AA	3050	60	1901	4.11750000E+001									
TRIP THE DEEP	Sub	EPO2	0	0	0	0	34.328									TRUE	5	NP	F	0	-	512		TRUE	8	NP	F	0	-	832		TRUE	11	NP	F	0	-	1289										TRUE	5	NP	F	0	-	500		TRUE	8	FC	AAA	1475	0	785		TRUE	11	EX	AA	2452	13	1408	3.43280000E+001									
夏風邪デスコ	Sub	EPO2	0	0	0	0	35.264	TRUE	1	NP	F	0	-	159		TRUE	4	NP	F	0	-	412		TRUE	8	NP	F	0	-	892		TRUE	10	NP	F	0	-	1339										TRUE	4	NP	F	0	-	406		TRUE	8	NP	F	0	-	898		TRUE	10	EX	AAA	2432	4	1283	3.52640000E+001									
out of disk space	Sub	EPO1	0	0	0	0	35.5685									TRUE	6	NP	F	0	-	565		TRUE	9	NP	F	0	-	998		TRUE	11	NP	F	0	-	1305										TRUE	6	NP	F	0	-	546		TRUE	9	NP	F	0	-	948		TRUE	11	EX	AAA	2453	3	1289	3.55685000E+001									
ないないルーティン	Sub	EPO1	0	0	0	0	25.935									TRUE	3	NP	F	0	-	298		TRUE	7	NP	F	0	-	691		TRUE	10	NP	F	0	-	1053										TRUE	3	NP	F	0	-	356		TRUE	7	NP	F	0	-	676		TRUE	10	FC	AAA	1729	2	931	2.59350000E+001									
My Sweet Bird?	Sub	EPO2	0	0	0	0	37.954									TRUE	4	NP	F	0	-	427		TRUE	7	NP	F	0	-	769		TRUE	9	NP	F	0	-	1107		TRUE	11	NP	F	0	-	1507		TRUE	4	NP	F	0	-	432		TRUE	7	NP	F	0	-	784		TRUE	9	FC	AAA	2012	0	1065		TRUE	11	EX	AA	2711	18	1546	3.79540000E+001	
ACTØ	Sub	EPO1	0	0	0	0	39.41									TRUE	6	NP	F	0	-	639		TRUE	10	NP	F	0	-	1124		TRUE	12	NP	F	0	-	1534										TRUE	6	NP	F	0	-	620		TRUE	10	EX	AAA	1902	4	1043		TRUE	12	EX	AA	2815	11	1606	3.94100000E+001									
GloriosA	Sub	EPO1	0	0	0	0	34.4955									TRUE	6	NP	F	0	-	622		TRUE	9	NP	F	0	-	1015		TRUE	11	NP	F	0	-	1437										TRUE	6	NP	F	0	-	601		TRUE	9	NP	F	0	-	920		TRUE	11	EX	AAA	2379	8	1322	3.44955000E+001									
流桜ノ門	Sub	EPO2	0	0	0	0	29.8845									TRUE	5	NP	F	0	-	510		TRUE	8	NP	F	0	-	804		TRUE	10	NP	F	0	-	1075										TRUE	5	NP	F	0	-	515		TRUE	8	NP	F	0	-	829		TRUE	10	EX	AAA	2061	12	1099	2.98845000E+001									
20XX	Sub	EPO2	0	0	0	0	33.012									TRUE	6	NP	F	0	-	611		TRUE	9	NP	F	0	-	919		TRUE	11	NP	F	0	-	1370										TRUE	6	NP	F	0	-	604		TRUE	9	NP	F	0	-	902		TRUE	11	EX	AA	2358	10	1344	3.30120000E+001									
TITANIUM RIDERS	Sub	EPO1	0	0	0	0	31.35									TRUE	5	NP	F	0	-	450		TRUE	8	NP	F	0	-	762		TRUE	10	NP	F	0	-	1071										TRUE	5	NP	F	0	-	448		TRUE	8	NP	F	0	-	797		TRUE	10	FC	AAA	2090	3	1095	3.13500000E+001									
Just Gimme	Sub	EPO1	0	0	0	0	39.165									TRUE	5	NP	F	0	-	486		TRUE	8	NP	F	0	-	869		TRUE	11	NP	F	0	-	1393										TRUE	5	NP	F	0	-	470		TRUE	8	NP	F	0	-	908		TRUE	11	FC	AAA	2611	4	1412	3.91650000E+001									
Million Dollar	Sub	EPO1	0	0	0	0	39.69									TRUE	6	NP	F	0	-	599		TRUE	10	NP	F	0	-	1028		TRUE	12	NP	F	0	-	1762										TRUE	6	NP	F	0	-	663		TRUE	10	NP	F	0	-	1035		TRUE	12	HC	AA	2940	37	1759	3.96900000E+001									
《PL|RAYER》	Sub	BPL2	0	0	0	30.9015	37.9465									TRUE	5	NP	F	0	-	469		TRUE	9	NP	F	0	-	886		TRUE	12	HC	AA	2289	26	1420	3.09015000E+001									TRUE	5	NP	F	0	-	463		TRUE	9	NP	F	0	-	852		TRUE	12	EX	AAA	2617	5	1421	3.79465000E+001									
電光	Sub	BPL2	0	0	0	30.68	41.8325									TRUE	6	NP	F	0	-	545		TRUE	10	NP	F	0	-	976		TRUE	12	HC	A	2360	50	1560	3.06800000E+001									TRUE	6	NP	F	0	-	593		TRUE	10	EX	AAA	1869	10	1014		TRUE	12	EX	AAA	2885	19	1616	4.18325000E+001									
Hat Surprise (Season 3)	Sub	BPL2	0	0	0	0	35.554									TRUE	6	NP	F	0	-	632		TRUE	10	NP	F	0	-	1107		TRUE	11	NP	F	0	-	1384										TRUE	6	NP	F	0	-	623		TRUE	10	NP	F	0	-	1062		TRUE	11	EX	AAA	2452	5	1345	3.55540000E+001									
i-ii	Sub	BPL2	0	0	0	0	35.434									TRUE	6	NP	F	0	-	559		TRUE	9	NP	F	0	-	911		TRUE	11	NP	F	0	-	1499										TRUE	6	NP	F	0	-	555		TRUE	9	NP	F	0	-	899		TRUE	11	EX	AA	2531	12	1444	3.54340000E+001									
Red Determination	Sub	BPL2	0	0	0	0	35.641									TRUE	5	NP	F	0	-	534		TRUE	8	NP	F	0	-	815		TRUE	11	NP	F	0	-	1355										TRUE	5	NP	F	0	-	531		TRUE	8	NP	F	0	-	820		TRUE	11	EX	AAA	2458	12	1373	3.56410000E+001									
Sirius	Sub	BPL2	0	0	0	35.1945	40.02									TRUE	5	NP	F	0	-	514		TRUE	9	NP	F	0	-	850		TRUE	12	HC	AA	2607	31	1637	3.51945000E+001									TRUE	5	NP	F	0	-	513		TRUE	9	NP	F	0	-	850		TRUE	12	EX	AAA	2760	10	1533	4.00200000E+001									
Hard Breaker	Sub	BPL2	0	0	0	0	33.6545									TRUE	4	NP	F	0	-	391		TRUE	8	NP	F	0	-	793		TRUE	10	NP	F	0	-	1286										TRUE	4	NP	F	0	-	416		TRUE	8	NP	F	0	-	797		TRUE	10	EX	AAA	2321	6	1234	3.36545000E+001									
Get Wicked	Sub	BPL2	0	0	0	0	32.445									TRUE	5	NP	F	0	-	454		TRUE	8	NP	F	0	-	744		TRUE	10	NP	F	0	-	1251										TRUE	5	NP	F	0	-	464		TRUE	8	NP	F	0	-	744		TRUE	10	FC	AAA	2163	3	1132	3.24450000E+001									
PILGRIM	Sub	EPO2	0	0	0	0	36.3515									TRUE	5	NP	F	0	-	494		TRUE	9	NP	F	0	-	870		TRUE	11	NP	F	0	-	1381										TRUE	5	NP	F	0	-	470		TRUE	8	NP	F	0	-	772		TRUE	11	EX	AAA	2507	4	1359	3.63515000E+001									
